Date,DayOfWeek,Month,SemesterWeek,Weekend,Meal,Menu,Attendance,Capacity,ExamWeek,MidSem,EndSem,Festival,HolidayTomorrow,HolidayAfter2Days,HolidayNear,Rain,ExpectedAttendance,PreparedFood_kg,Waste_kg
2027-05-20,Thursday,5,20,0,Dinner,Rajma Masala Dinner,863,995,1,0,0,0,0,0,0,0,885,1008.01,151.22
2027-05-21,Friday,5,21,0,Breakfast,Masala Khichdi,520,995,1,0,1,0,0,0,0,0,495,456.16,96.23
2027-05-21,Friday,5,21,0,Lunch,Chole Bhature,616,995,1,0,1,0,0,0,0,0,666,867.04,122.63
2027-05-21,Friday,5,21,0,Dinner,Chole Kulche,663,995,1,0,1,0,0,0,0,0,640,737.52,57.12
2027-05-22,Saturday,5,21,1,Breakfast,Aloo Paratha,496,995,1,0,1,0,0,0,0,0,492,441.94,54.48
2027-05-22,Saturday,5,21,1,Lunch,Veg Khichdi,552,995,1,0,1,0,0,0,0,0,545,781.72,167.82
2027-05-22,Saturday,5,21,1,Dinner,Dal Khichdi Dinner,460,995,1,0,1,0,0,0,0,0,449,536.78,137.0
2027-05-23,Sunday,5,21,1,Breakfast,Idli Vada Combo,327,995,1,0,1,0,0,0,0,0,394,369.89,135.07
2027-05-23,Sunday,5,21,1,Lunch,Vegetable Biryani,752,995,1,0,1,0,0,0,0,0,738,979.22,102.9
2027-05-23,Sunday,5,21,1,Dinner,Amritsari Chole,680,995,1,0,1,0,0,0,0,0,630,698.43,27.19
2027-05-24,Monday,5,21,0,Breakfast,Masala Dosa,550,995,1,0,1,0,0,0,0,0,550,476.12,51.8
2027-05-24,Monday,5,21,0,Lunch,Dal Tadka & Rice,619,995,1,0,1,0,0,0,0,0,525,754.9,11.86
2027-05-24,Monday,5,21,0,Dinner,Dal Fry & Jeera Rice,577,995,1,0,1,0,0,0,0,0,626,713.56,149.25
2027-05-25,Tuesday,5,21,0,Breakfast,Poha,480,995,1,0,1,0,0,0,0,0,517,451.28,84.57
2027-05-25,Tuesday,5,21,0,Lunch,Rajma Chawal,848,995,1,0,1,0,0,0,0,0,808,1107.45,56.82
2027-05-25,Tuesday,5,21,0,Dinner,Lauki Ki Bhurji,398,995,1,0,1,0,0,0,0,0,334,351.12,11.69
2027-05-26,Wednesday,5,21,0,Breakfast,Aloo Paratha,479,995,1,0,1,0,0,0,0,0,498,465.53,86.86
2027-05-26,Wednesday,5,21,0,Lunch,Lauki Ki Sabji,577,995,1,0,1,0,0,0,0,0,571,730.31,147.25
2027-05-26,Wednesday,5,21,0,Dinner,Paneer Tikka Masala,813,995,1,0,1,0,0,0,0,0,766,841.48,25.41
2027-05-27,Thursday,5,21,0,Breakfast,Bread Butter Jam,625,995,1,0,1,0,0,0,0,0,671,583.99,103.05
2027-05-27,Thursday,5,21,0,Lunch,Kadhai Paneer & Roti,815,995,1,0,1,0,0,0,0,0,787,1101.21,146.33
2027-05-27,Thursday,5,21,0,Dinner,Rajma Masala Dinner,718,995,1,0,1,0,0,0,0,0,725,777.85,39.62
2027-05-28,Friday,5,22,0,Breakfast,Masala Khichdi,512,995,1,0,1,0,0,0,0,0,484,428.05,85.21
2027-05-28,Friday,5,22,0,Lunch,Palak Paneer & Rice,841,995,1,0,1,0,0,0,0,0,823,1075.46,55.64
2027-05-28,Friday,5,22,0,Dinner,Chole Kulche,541,995,1,0,1,0,0,0,0,0,545,627.99,81.4
2027-05-29,Saturday,5,22,1,Breakfast,Cornflakes & Milk,531,995,1,0,1,0,0,0,0,0,630,577.4,190.56
2027-05-29,Saturday,5,22,1,Lunch,Veg Khichdi,544,995,1,0,1,0,0,0,0,0,519,707.8,106.64
2027-05-29,Saturday,5,22,1,Dinner,Dal Khichdi Dinner,486,995,1,0,1,0,0,0,0,0,509,587.17,169.96
2027-05-30,Sunday,5,22,1,Breakfast,Idli Vada Combo,292,995,1,0,1,0,0,0,0,0,393,356.36,135.61
2027-05-30,Sunday,5,22,1,Lunch,Vegetable Biryani,627,995,1,0,1,0,0,0,0,0,613,807.5,55.82
2027-05-30,Sunday,5,22,1,Dinner,Chicken Biryani / Veg Biryani,770,995,1,0,1,0,0,0,0,0,725,775.32,18.57
2027-05-31,Monday,5,22,0,Breakfast,Masala Dosa,610,995,1,0,1,0,0,0,0,0,605,541.67,44.02
2027-05-31,Monday,5,22,0,Lunch,Dal Tadka & Rice,695,995,1,0,1,0,0,0,0,0,766,1014.56,197.82
2027-05-31,Monday,5,22,0,Dinner,Dal Fry & Jeera Rice,711,995,1,0,1,0,0,0,0,0,771,859.52,169.67
2027-06-01,Tuesday,6,0,0,Breakfast,Poha,181,280,0,0,0,0,0,0,0,0,260,225.02,99.26
2027-06-01,Tuesday,6,0,0,Lunch,Rajma Chawal,280,280,0,0,0,0,0,0,0,0,212,269.31,5.0
2027-06-01,Tuesday,6,0,0,Dinner,Lauki Ki Bhurji,65,280,0,0,0,0,0,0,0,0,64,71.6,33.87
2027-06-02,Wednesday,6,0,0,Breakfast,Aloo Paratha,280,280,0,0,0,0,0,0,0,0,280,238.36,23.95
2027-06-02,Wednesday,6,0,0,Lunch,Lauki Ki Sabji,99,280,0,0,0,0,0,0,0,0,121,163.61,57.88
2027-06-02,Wednesday,6,0,0,Dinner,Paneer Tikka Masala,280,280,0,0,0,0,0,0,0,0,198,210.28,12.9
2027-06-03,Thursday,6,0,0,Breakfast,Bread Butter Jam,191,280,0,0,0,0,0,0,0,0,237,224.41,81.97
2027-06-03,Thursday,6,0,0,Lunch,Kadhai Paneer & Roti,280,280,0,0,0,0,0,0,0,0,243,347.94,9.84
2027-06-03,Thursday,6,0,0,Dinner,Rajma Masala Dinner,264,280,0,0,0,0,0,0,0,0,243,274.73,25.96
2027-06-04,Friday,6,0,0,Breakfast,Masala Khichdi,142,280,0,0,0,0,0,0,0,0,110,98.6,26.59
2027-06-04,Friday,6,0,0,Lunch,Chole Bhature,263,280,0,0,0,0,0,0,0,0,266,382.64,88.35
2027-06-04,Friday,6,0,0,Dinner,Chole Kulche,259,280,0,0,0,0,0,0,0,0,227,252.35,28.77
2027-06-05,Saturday,6,0,1,Breakfast,Cornflakes & Milk,179,280,0,0,0,0,0,0,0,0,164,140.34,21.0
2027-06-05,Saturday,6,0,1,Lunch,Veg Khichdi,138,280,0,0,0,0,0,0,0,0,75,99.49,15.14
2027-06-05,Saturday,6,0,1,Dinner,Dal Khichdi Dinner,93,280,0,0,0,0,0,0,0,0,74,87.77,37.36
2027-06-06,Sunday,6,0,1,Breakfast,Idli Vada Combo,170,280,0,0,0,0,0,0,0,0,131,119.87,12.92
2027-06-06,Sunday,6,0,1,Lunch,Vegetable Biryani,270,280,0,0,0,0,0,0,0,0,280,385.54,50.0
2027-06-06,Sunday,6,0,1,Dinner,Amritsari Chole,246,280,0,0,0,0,0,0,0,0,280,330.38,90.7
2027-06-07,Monday,6,0,0,Breakfast,Puri Sabji,280,280,0,0,0,0,0,0,0,1,280,254.57,44.48
2027-06-07,Monday,6,0,0,Lunch,Dal Tadka & Rice,280,280,0,0,0,0,0,0,0,1,237,300.33,13.27
2027-06-07,Monday,6,0,0,Dinner,Dal Fry & Jeera Rice,250,280,0,0,0,0,0,0,0,1,229,251.51,5.0
2027-06-08,Tuesday,6,0,0,Breakfast,Poha,212,280,0,0,0,0,0,0,0,1,188,174.04,27.21
2027-06-08,Tuesday,6,0,0,Lunch,Rajma Chawal,280,280,0,0,0,0,0,0,0,1,255,323.69,9.31
2027-06-08,Tuesday,6,0,0,Dinner,Lauki Ki Bhurji,124,280,0,0,0,0,0,0,0,1,88,93.03,16.37
2027-06-09,Wednesday,6,0,0,Breakfast,Aloo Paratha,266,280,0,0,0,0,0,0,0,0,280,243.51,47.89
2027-06-09,Wednesday,6,0,0,Lunch,Lauki Ki Sabji,97,280,0,0,0,0,0,0,0,0,92,123.93,38.51
2027-06-09,Wednesday,6,0,0,Dinner,Paneer Tikka Masala,280,280,0,0,0,0,0,0,0,0,264,303.33,23.39
2027-06-10,Thursday,6,0,0,Breakfast,Bread Butter Jam,231,280,0,0,0,0,0,0,0,1,196,184.54,5.0
2027-06-10,Thursday,6,0,0,Lunch,Kadhai Paneer & Roti,280,280,0,0,0,0,0,0,0,1,234,304.43,33.08
2027-06-10,Thursday,6,0,0,Dinner,Veg Pulao & Raita,241,280,0,0,0,0,0,0,0,1,239,260.23,22.93
2027-06-11,Friday,6,0,0,Breakfast,Masala Khichdi,93,280,0,0,0,0,0,0,0,0,101,94.5,33.61
2027-06-11,Friday,6,0,0,Lunch,Chole Bhature,280,280,0,0,0,0,0,0,0,0,228,291.91,16.38
2027-06-11,Friday,6,0,0,Dinner,Chole Kulche,248,280,0,0,0,0,0,0,0,0,214,227.42,17.76
2027-06-12,Saturday,6,0,1,Breakfast,Cornflakes & Milk,176,280,0,0,0,0,0,0,0,0,87,75.35,21.37
2027-06-12,Saturday,6,0,1,Lunch,Veg Khichdi,104,280,0,0,0,0,0,0,0,0,67,90.06,22.46
2027-06-12,Saturday,6,0,1,Dinner,Dal Khichdi Dinner,106,280,0,0,0,0,0,0,0,0,87,93.78,41.47
2027-06-13,Sunday,6,0,1,Breakfast,Rava Upma,147,280,0,0,0,0,0,0,0,1,143,134.35,38.11
2027-06-13,Sunday,6,0,1,Lunch,Vegetable Biryani,280,280,0,0,0,0,0,0,0,1,280,378.71,63.86
2027-06-13,Sunday,6,0,1,Dinner,Chicken Biryani / Veg Biryani,262,280,0,0,0,0,0,0,0,1,280,305.62,37.2
2027-06-14,Monday,6,0,0,Breakfast,Masala Dosa,244,280,0,0,0,0,0,0,0,1,280,246.72,68.76
2027-06-14,Monday,6,0,0,Lunch,Dal Tadka & Rice,251,280,0,0,0,0,0,0,0,1,276,354.97,71.78
2027-06-14,Monday,6,0,0,Dinner,Paneer Tikka Masala,280,280,0,0,0,0,0,0,0,1,175,191.43,8.26
2027-06-15,Tuesday,6,0,0,Breakfast,Poha,232,280,0,0,0,0,0,0,0,0,221,197.18,19.87
2027-06-15,Tuesday,6,0,0,Lunch,Rajma Chawal,280,280,0,0,0,0,0,0,0,0,280,364.75,42.65
2027-06-15,Tuesday,6,0,0,Dinner,Lauki Ki Bhurji,93,280,0,0,0,0,0,0,0,0,13,14.23,19.73
2027-06-16,Wednesday,6,0,0,Breakfast,Aloo Paratha,197,280,0,0,0,0,0,0,0,1,229,197.74,50.77
2027-06-16,Wednesday,6,0,0,Lunch,Rajma Masala & Roti,280,280,0,0,0,0,0,0,0,1,246,328.73,21.73
2027-06-16,Wednesday,6,0,0,Dinner,Paneer Tikka Masala,280,280,0,0,0,0,0,0,0,1,200,236.76,16.42
2027-06-17,Thursday,6,0,0,Breakfast,Bread Butter Jam,220,280,0,0,0,0,0,0,0,0,160,144.72,29.17
2027-06-17,Thursday,6,0,0,Lunch,Kadhai Paneer & Roti,280,280,0,0,0,0,0,0,0,0,215,292.79,5.0
2027-06-17,Thursday,6,0,0,Dinner,Plain Khichdi & Papad,134,280,0,0,0,0,0,0,0,0,129,145.51,56.43
2027-06-18,Friday,6,0,0,Breakfast,Masala Khichdi,148,280,0,0,0,0,0,0,0,1,210,198.63,118.24
2027-06-18,Friday,6,0,0,Lunch,Aloo Gobhi & Roti,280,280,0,0,0,0,0,0,0,1,280,384.28,52.46
2027-06-18,Friday,6,0,0,Dinner,Chole Kulche,259,280,0,0,0,0,0,0,0,1,251,266.57,12.12
2027-06-19,Saturday,6,0,1,Breakfast,Masala Khichdi,75,280,0,0,0,0,0,0,0,1,62,55.75,11.65
2027-06-19,Saturday,6,0,1,Lunch,Chole Masala & Rice,280,280,0,0,0,0,0,0,0,1,280,393.78,78.38
2027-06-19,Saturday,6,0,1,Dinner,Dal Khichdi Dinner,73,280,0,0,0,0,0,0,0,1,73,83.36,46.83
2027-06-20,Sunday,6,0,1,Breakfast,Idli Vada Combo,199,280,0,0,0,0,0,0,0,1,157,141.67,5.0
2027-06-20,Sunday,6,0,1,Lunch,Vegetable Biryani,280,280,0,0,0,0,0,0,0,1,280,369.86,42.41
2027-06-20,Sunday,6,0,1,Dinner,Dal Fry & Jeera Rice,235,280,0,0,0,0,0,0,0,1,250,292.39,78.11
2027-06-21,Monday,6,0,0,Breakfast,Masala Dosa,225,280,0,0,0,0,0,0,0,0,269,244.52,73.86
2027-06-21,Monday,6,0,0,Lunch,Aloo Gobhi & Roti,228,280,0,0,0,0,0,0,0,0,280,401.85,136.79
2027-06-21,Monday,6,0,0,Dinner,Dal Fry & Jeera Rice,207,280,0,0,0,0,0,0,0,0,132,153.07,5.0
2027-06-22,Tuesday,6,0,0,Breakfast,Poha,226,280,0,0,0,0,0,0,0,0,210,177.29,16.52
2027-06-22,Tuesday,6,0,0,Lunch,Rajma Chawal,280,280,0,0,0,0,0,0,0,0,212,270.68,21.86
2027-06-22,Tuesday,6,0,0,Dinner,Lauki Ki Bhurji,41,280,0,0,0,0,0,0,0,0,19,22.54,14.67
2027-06-23,Wednesday,6,0,0,Breakfast,Masala Dosa,280,280,0,0,0,0,0,0,0,1,280,247.51,36.54
2027-06-23,Wednesday,6,0,0,Lunch,Moong Dal Khichdi,211,280,0,0,0,0,0,0,0,1,169,238.69,35.0
2027-06-23,Wednesday,6,0,0,Dinner,Amritsari Chole,280,280,0,0,0,0,0,0,0,1,280,311.4,43.14
2027-06-24,Thursday,6,0,0,Breakfast,Bread Butter Jam,203,280,0,0,0,0,0,0,0,0,176,153.22,9.8
2027-06-24,Thursday,6,0,0,Lunch,Kadhai Paneer & Roti,280,280,0,0,0,0,0,0,0,0,271,343.53,5.0
2027-06-24,Thursday,6,0,0,Dinner,Rajma Masala Dinner,280,280,0,0,0,0,0,0,0,0,280,334.05,47.52
2027-06-25,Friday,6,0,0,Breakfast,Masala Khichdi,105,280,0,0,0,0,0,0,0,0,107,96.54,27.0
2027-06-25,Friday,6,0,0,Lunch,Chole Bhature,277,280,0,0,0,0,0,0,0,0,280,367.33,40.13
2027-06-25,Friday,6,0,0,Dinner,Chole Kulche,259,280,0,0,0,0,0,0,0,0,280,317.54,52.43
2027-06-26,Saturday,6,0,1,Breakfast,Cornflakes & Milk,182,280,0,0,0,0,0,0,0,0,189,177.29,51.67
2027-06-26,Saturday,6,0,1,Lunch,Veg Khichdi,126,280,0,0,0,0,0,0,0,0,130,167.77,36.92
2027-06-26,Saturday,6,0,1,Dinner,Paneer Bhurji & Paratha,280,280,0,0,0,0,0,0,0,0,280,305.52,51.44
2027-06-27,Sunday,6,0,1,Breakfast,Idli Vada Combo,161,280,0,0,0,0,0,0,0,0,195,186.67,63.36
2027-06-27,Sunday,6,0,1,Lunch,Vegetable Biryani,235,280,0,0,0,0,0,0,0,0,280,394.91,107.73
2027-06-27,Sunday,6,0,1,Dinner,Chicken Biryani / Veg Biryani,280,280,0,0,0,0,0,0,0,0,267,299.55,10.88
2027-06-28,Monday,6,0,0,Breakfast,Masala Dosa,266,280,0,0,0,0,0,0,0,0,280,265.82,54.49
2027-06-28,Monday,6,0,0,Lunch,Dal Tadka & Rice,214,280,0,0,0,0,0,0,0,0,264,376.59,131.1
2027-06-28,Monday,6,0,0,Dinner,Dal Fry & Jeera Rice,218,280,0,0,0,0,0,0,0,0,263,302.89,89.78
2027-06-29,Tuesday,6,0,0,Breakfast,Poha,146,280,0,0,0,0,0,0,0,0,21,18.5,15.76
2027-06-29,Tuesday,6,0,0,Lunch,Rajma Chawal,280,280,0,0,0,0,0,0,0,0,260,359.09,12.0
2027-06-29,Tuesday,6,0,0,Dinner,Lauki Ki Bhurji,47,280,0,0,0,0,0,0,0,0,41,43.68,5.0
2027-06-30,Wednesday,6,0,0,Breakfast,Aloo Paratha,239,280,0,0,0,0,0,0,0,0,202,182.87,21.52
2027-06-30,Wednesday,6,0,0,Lunch,Lauki Ki Sabji,113,280,0,0,0,0,0,0,0,0,81,110.25,20.22
2027-06-30,Wednesday,6,0,0,Dinner,Paneer Tikka Masala,280,280,0,0,0,0,0,0,0,0,280,317.25,24.99
2027-07-01,Thursday,7,0,0,Breakfast,Bread Butter Jam,215,280,0,0,0,0,0,0,0,1,205,182.57,26.86
2027-07-01,Thursday,7,0,0,Lunch,Kadhai Paneer & Roti,280,280,0,0,0,0,0,0,0,1,217,305.51,5.0
2027-07-01,Thursday,7,0,0,Dinner,Rajma Masala Dinner,280,280,0,0,0,0,0,0,0,1,247,272.55,12.02
2027-07-02,Friday,7,0,0,Breakfast,Masala Khichdi,106,280,0,0,0,0,0,0,0,0,138,130.9,61.23
2027-07-02,Friday,7,0,0,Lunch,Chole Bhature,280,280,0,0,0,0,0,0,0,0,280,377.31,60.61
2027-07-02,Friday,7,0,0,Dinner,Chole Kulche,233,280,0,0,0,0,0,0,0,0,158,179.42,7.49
2027-07-03,Saturday,7,0,1,Breakfast,Cornflakes & Milk,186,280,0,0,0,0,0,0,0,1,151,130.6,34.35
2027-07-03,Saturday,7,0,1,Lunch,Veg Khichdi,109,280,0,0,0,0,0,0,0,1,116,157.21,61.68
2027-07-03,Saturday,7,0,1,Dinner,Dal Khichdi Dinner,98,280,0,0,0,0,0,0,0,1,2,2.29,15.6
2027-07-04,Sunday,7,0,1,Breakfast,Idli Vada Combo,138,280,0,0,0,0,0,0,0,1,73,62.93,11.36
2027-07-04,Sunday,7,0,1,Lunch,Vegetable Biryani,280,280,0,0,0,0,0,0,0,1,213,306.2,17.67
2027-07-04,Sunday,7,0,1,Dinner,Paneer Bhurji & Paratha,280,280,0,0,0,0,0,0,0,1,280,311.7,38.68
2027-07-05,Monday,7,0,0,Breakfast,Aloo Paratha,275,280,0,0,0,0,0,0,0,0,280,235.94,21.13
2027-07-05,Monday,7,0,0,Lunch,Dal Tadka & Rice,280,280,0,0,0,0,0,0,0,0,252,347.11,27.87
2027-07-05,Monday,7,0,0,Dinner,Dal Fry & Jeera Rice,207,280,0,0,0,0,0,0,0,0,251,285.01,106.48
2027-07-06,Tuesday,7,0,0,Breakfast,Poha,205,280,0,0,0,0,0,0,0,0,161,144.21,20.55
2027-07-06,Tuesday,7,0,0,Lunch,Lauki Ki Sabji,61,280,0,0,0,0,0,0,0,0,51,68.24,36.62
2027-07-06,Tuesday,7,0,0,Dinner,Lauki Ki Bhurji,53,280,0,0,0,0,0,0,0,0,79,87.07,57.4
2027-07-07,Wednesday,7,0,0,Breakfast,Aloo Paratha,251,280,0,0,0,0,0,0,0,0,280,258.03,55.02
2027-07-07,Wednesday,7,0,0,Lunch,Lauki Ki Sabji,47,280,0,0,0,0,0,0,0,0,58,76.16,54.88
2027-07-07,Wednesday,7,0,0,Dinner,Paneer Tikka Masala,280,280,0,0,0,0,0,0,0,0,276,325.16,62.61
2027-07-08,Thursday,7,0,0,Breakfast,Bread Butter Jam,210,280,0,0,0,0,0,0,0,1,204,181.3,12.7
2027-07-08,Thursday,7,0,0,Lunch,Kadhai Paneer & Roti,280,280,0,0,0,0,0,0,0,1,280,389.97,81.19
2027-07-08,Thursday,7,0,0,Dinner,Rajma Masala Dinner,280,280,0,0,0,0,0,0,0,1,280,303.77,29.25
2027-07-09,Friday,7,0,0,Breakfast,Masala Khichdi,173,280,0,0,0,0,0,0,0,1,70,64.33,5.0
2027-07-09,Friday,7,0,0,Lunch,Chole Bhature,280,280,0,0,0,0,0,0,0,1,280,389.78,75.63
2027-07-09,Friday,7,0,0,Dinner,Chole Kulche,264,280,0,0,0,0,0,0,0,1,275,311.48,66.25
2027-07-10,Saturday,7,0,1,Breakfast,Cornflakes & Milk,137,280,0,0,0,0,0,0,0,0,116,105.31,34.16
2027-07-10,Saturday,7,0,1,Lunch,Veg Khichdi,117,280,0,0,0,0,0,0,0,0,156,223.28,116.8
2027-07-10,Saturday,7,0,1,Dinner,Dal Khichdi Dinner,90,280,0,0,0,0,0,0,0,0,94,108.6,60.58
2027-07-11,Sunday,7,0,1,Breakfast,Idli Vada Combo,179,280,0,0,0,0,0,0,0,1,254,236.86,114.04
2027-07-11,Sunday,7,0,1,Lunch,Vegetable Biryani,246,280,0,0,0,0,0,0,0,1,232,309.9,31.7
2027-07-11,Sunday,7,0,1,Dinner,Chicken Biryani / Veg Biryani,280,280,0,0,0,0,0,0,0,1,242,268.4,9.79
2027-07-12,Monday,7,0,0,Breakfast,Masala Dosa,243,280,0,0,0,0,0,0,0,1,234,219.02,46.52
2027-07-12,Monday,7,0,0,Lunch,Vegetable Biryani,280,280,0,0,0,0,0,0,0,1,280,388.34,39.7
2027-07-12,Monday,7,0,0,Dinner,Dal Fry & Jeera Rice,227,280,0,0,0,0,0,0,0,1,232,254.8,40.89
2027-07-13,Tuesday,7,0,0,Breakfast,Poha,216,280,0,0,0,0,0,0,0,1,203,183.36,10.29
2027-07-13,Tuesday,7,0,0,Lunch,Rajma Chawal,280,280,0,0,0,0,0,0,0,1,280,362.48,38.28
2027-07-13,Tuesday,7,0,0,Dinner,Stuffed Tinda Curry,108,280,0,0,0,0,0,0,0,1,99,118.67,25.17
2027-07-14,Wednesday,7,0,0,Breakfast,Aloo Paratha,243,280,0,0,0,0,0,0,0,0,224,207.31,7.6
2027-07-14,Wednesday,7,0,0,Lunch,Lauki Ki Sabji,94,280,0,0,0,0,0,0,0,0,50,65.03,29.04
2027-07-14,Wednesday,7,0,0,Dinner,Paneer Tikka Masala,280,280,0,0,0,0,0,0,0,0,280,325.4,50.1
2027-07-15,Thursday,7,0,0,Breakfast,Bread Butter Jam,217,280,0,0,0,0,0,0,0,1,228,198.9,25.53
2027-07-15,Thursday,7,0,0,Lunch,Jeera Rice & Dal Fry,262,280,0,0,0,0,0,0,0,1,227,321.74,26.05
2027-07-15,Thursday,7,0,0,Dinner,Stuffed Tinda Curry,72,280,0,0,0,0,0,0,0,1,111,123.1,58.34
2027-07-16,Friday,7,0,0,Breakfast,Masala Khichdi,130,280,0,0,0,0,0,0,0,0,115,108.66,15.71
2027-07-16,Friday,7,0,0,Lunch,Chole Bhature,280,280,0,0,0,0,0,0,0,0,280,380.67,42.38
2027-07-16,Friday,7,0,0,Dinner,Chole Kulche,237,280,0,0,0,0,0,0,0,0,269,298.58,68.44
2027-07-17,Saturday,7,0,1,Breakfast,Poha,145,280,0,0,0,0,0,0,0,0,61,55.31,5.0
2027-07-17,Saturday,7,0,1,Lunch,Veg Khichdi,67,280,0,0,0,0,0,0,0,0,69,93.62,41.49
2027-07-17,Saturday,7,0,1,Dinner,Dal Khichdi Dinner,94,280,0,0,0,0,0,0,0,0,98,105.16,45.4
2027-07-18,Sunday,7,0,1,Breakfast,Idli Sambhar,190,280,0,0,0,0,0,0,0,1,206,188.02,41.53
2027-07-18,Sunday,7,0,1,Lunch,Rajma Masala & Roti,280,280,0,0,0,0,0,0,0,1,241,342.05,6.87
2027-07-18,Sunday,7,0,1,Dinner,Chicken Biryani / Veg Biryani,280,280,0,0,0,0,0,0,0,1,212,226.23,8.07
2027-07-19,Monday,7,0,0,Breakfast,Masala Dosa,270,280,0,0,0,0,0,0,0,0,280,255.67,51.9
2027-07-19,Monday,7,0,0,Lunch,Dal Tadka & Rice,232,280,0,0,0,0,0,0,0,0,280,388.33,137.78
2027-07-19,Monday,7,0,0,Dinner,Dal Fry & Jeera Rice,194,280,0,0,0,0,0,0,0,0,209,233.68,30.75
2027-07-20,Tuesday,7,0,0,Breakfast,Poha,209,280,0,0,0,0,0,0,0,1,280,267.73,115.44
2027-07-20,Tuesday,7,0,0,Lunch,Rajma Masala & Roti,280,280,0,0,0,0,0,0,0,1,280,401.79,61.97
2027-07-20,Tuesday,7,0,0,Dinner,Dal Fry & Jeera Rice,224,280,0,0,0,0,0,0,0,1,229,258.95,35.22
2027-07-21,Wednesday,7,0,0,Breakfast,Idli Vada Combo,276,280,0,0,0,0,0,0,0,1,251,240.12,36.68
2027-07-21,Wednesday,7,0,0,Lunch,Lauki Ki Sabji,97,280,0,0,0,0,0,0,0,1,99,138.81,65.01
2027-07-21,Wednesday,7,0,0,Dinner,Paneer Tikka Masala,280,280,0,0,0,0,0,0,0,1,247,277.52,8.6
2027-07-22,Thursday,7,0,0,Breakfast,Aloo Paratha,273,280,0,0,0,0,0,0,0,0,217,201.96,5.0
2027-07-22,Thursday,7,0,0,Lunch,Kadhai Paneer & Roti,280,280,0,0,0,0,0,0,0,0,280,366.21,30.2
2027-07-22,Thursday,7,0,0,Dinner,Rajma Masala Dinner,274,280,0,0,0,0,0,0,0,0,258,282.95,27.43
2027-07-23,Friday,7,0,0,Breakfast,Masala Khichdi,141,280,0,0,0,0,0,0,0,1,123,110.86,32.45
2027-07-23,Friday,7,0,0,Lunch,Chole Bhature,272,280,0,0,0,0,0,0,0,1,277,361.5,54.46
2027-07-23,Friday,7,0,0,Dinner,Paneer Kofta,280,280,0,0,0,0,0,0,0,1,267,306.66,49.8
2027-07-24,Saturday,7,0,1,Breakfast,Cornflakes & Milk,149,280,0,0,0,0,0,0,0,0,205,175.42,69.66
2027-07-24,Saturday,7,0,1,Lunch,Veg Khichdi,135,280,0,0,0,0,0,0,0,0,173,227.89,102.71
2027-07-24,Saturday,7,0,1,Dinner,Dal Khichdi Dinner,91,280,0,0,0,0,0,0,0,0,19,22.4,6.77
2027-07-25,Sunday,7,0,1,Breakfast,Idli Vada Combo,172,280,0,0,0,0,0,0,0,1,196,170.29,38.41
2027-07-25,Sunday,7,0,1,Lunch,Vegetable Biryani,260,280,0,0,0,0,0,0,0,1,217,303.44,5.0
2027-07-25,Sunday,7,0,1,Dinner,Chicken Biryani / Veg Biryani,280,280,0,0,0,0,0,0,0,1,233,251.62,25.92
2027-07-26,Monday,7,0,0,Breakfast,Bread Butter Jam,244,280,0,0,0,0,0,0,0,1,230,200.69,10.74
2027-07-26,Monday,7,0,0,Lunch,Dal Tadka & Rice,223,280,0,0,0,0,0,0,0,1,196,267.74,6.58
2027-07-26,Monday,7,0,0,Dinner,Dal Fry & Jeera Rice,240,280,0,0,0,0,0,0,0,1,237,257.64,31.87
2027-07-27,Tuesday,7,0,0,Breakfast,Poha,200,280,0,0,0,0,0,0,0,0,119,101.02,14.65
2027-07-27,Tuesday,7,0,0,Lunch,Rajma Chawal,277,280,0,0,0,0,0,0,0,0,280,401.33,56.49
2027-07-27,Tuesday,7,0,0,Dinner,Lauki Ki Bhurji,88,280,0,0,0,0,0,0,0,0,34,37.12,5.0
2027-07-28,Wednesday,7,0,0,Breakfast,Aloo Paratha,244,280,0,0,0,0,0,0,0,0,256,218.0,35.44
2027-07-28,Wednesday,7,0,0,Lunch,Lauki Ki Sabji,65,280,0,0,0,0,0,0,0,0,118,157.35,93.13
2027-07-28,Wednesday,7,0,0,Dinner,Paneer Tikka Masala,280,280,0,0,0,0,0,0,0,0,280,304.8,37.2
2027-07-29,Thursday,7,0,0,Breakfast,Bread Butter Jam,202,280,0,0,0,0,0,0,0,0,218,193.64,47.32
2027-07-29,Thursday,7,0,0,Lunch,Kadhai Paneer & Roti,280,280,0,0,0,0,0,0,0,0,279,374.95,49.35
2027-07-29,Thursday,7,0,0,Dinner,Chicken Biryani / Veg Biryani,280,280,0,0,0,0,0,0,0,0,222,234.38,5.0
2027-07-30,Friday,7,0,0,Breakfast,Masala Khichdi,130,280,0,0,0,0,0,0,0,0,60,53.18,7.06
2027-07-30,Friday,7,0,0,Lunch,Tinda Masala & Roti,96,280,0,0,0,0,0,0,0,0,158,209.8,121.89
2027-07-30,Friday,7,0,0,Dinner,Plain Khichdi & Papad,94,280,0,0,0,0,0,0,0,0,132,153.18,85.79
2027-07-31,Saturday,7,0,1,Breakfast,Cornflakes & Milk,109,280,0,0,0,0,0,0,0,0,88,79.81,5.0
2027-07-31,Saturday,7,0,1,Lunch,Veg Khichdi,107,280,0,0,0,0,0,0,0,0,110,142.23,41.47
